Intent,Utterance,Response,Language,Keywords,Confidence Threshold
LTO Certified,c@n i c0nfirm LTO cert w1th y0u?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,c@nu ang LTO apr0v@l ng sch00l n1yo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ang next step sa pagregister?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,How does LTO certification impact my training?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Wht ang schedule ng enrollment ny0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Are your lessons aligned with LTO standards?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ko malaman ung LTO accreditation nyo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ko macheck ang LTO-cert ng courses?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,d0 y0u h@ve LTO approv@l?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,May mga requirements ba para mag-enroll sa LTO certified school?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Wht ang documents needed for enrollmnt?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Ang mga instructors niyo ba ay accredited ng LTO?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,meron kay0ng p@patun@y ng LTO?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ang pag-apply for school?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,anu ang pr0c3ss ng enrollm3nt p0?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,is ur LTO lic3nse v@lid?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Nagbibigay ba kayo ng mga update tungkol sa LTO regulations?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Puwede bang kunin ang driving test sa inyong accredited school?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ang first step for pagregister?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ko macheck ang LTO approval ng course nyo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,1s th3 instructor LTO-c3rtifi3d?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,wh@ts ur LTO v3rific@tion cod3?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Meron bang 0pen slots sa susunod na linggo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no ko macheck kung LTO certified kayo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Puwede ko bang kontakin kayo para sa mga katanungan tungkol sa LTO?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,LTO-recognized lessons ba kayo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Paano ko makokontak ang LTO para sa verification?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Ano ang mangyayari kung mawalan kayo ng LTO certification?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Is the sch liscensed by LTO?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,@n0 ang p@tunay ng LTO c3rt1f1c@t3 nyo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,d0 u h@v3 LTO accred1tation?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Wht ang mga requirmnts f0r pag-enroll?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Are there special programs for LTO certified schools?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr),English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Do u have LTO certfctn?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,English,"LTO, certified, license, accredited, approved",0.6
LTO Certified,LTO acc3pted yung l3sson n1yo?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,Wht ang requirements sa admission?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
LTO Certified,P@no mk@enroll online?,We are a registered driving school with the Land Transportation Office (LTO) and the Department of Transportation (DOTr).,Filipino,"LTO, certified, license, accredited, approved",0.6
